recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps
엠파나다 파이,엠파나다,엠파나다,"이 엠파나다 파이를 샐러드, 계란 계란, 살사 또는 사워크림, 그리고 채썬 멕시칸 치즈(선택사항)와 함께 제공하세요.","[""조리 스프레이"", ""중간 크기 양파 1개, 4등분하다"", ""마늘 3쪽"", ""카놀라유 2큰술"", ""버섯 1팩(8온스), 다지다"", ""피트 카라마타 올리브 1/2컵"", ""말린 오레가노 1큰술"", ""파프리카 2 1/2작은술"", ""그라운드 커민 1작은술"", ""으깬 빨간 고추 플레이크 1/2작은술"", ""검은 후춧가루 1/8작은술, 또는 맛에 맞춰"", ""90% 저지방 소고기 1파운드"", ""파이 크러스트 1팩(15온스)"", ""계란 1개(작음)"", ""물 1작은술""]","[""양파를 푸드 프로세서에 놓다 그리고 갈다 중간 크기 다지기로. 마늘 프레스를 사용하여 마늘을 다진 양파에 추가하세요."", ""볶기 팬을 중불-강불 위에 예열하다. 기름을 바르다, 양파, 그리고 마늘을 핫 팬에. 불을 줄이다 중불로 그리고 볶기 황금색이 될 때까지, 약 5분."", ""버섯을 푸드 프로세서에 놓다 그리고 갈다 중간 크기 깍둑썰기로. 저어주다 양파 혼합물에 넣고 익히다 3~4분. 한편, 올리브를 갈다 곱고 다진 것으로 따로 보관하세요."", ""오레가노, 파프리카, 커민, 빨간 고추 플레이크, 그리고 후춧가루를 팬에 추가하세요; 익히다 그리고 저어주다 향기로워질 때까지, 1~2분. 소고기를 으깨서 넣고 익히다, 스푼이나 주걱으로 부수면서, 완전히 갈색으로 익혀질 때까지, 5~8분. 올리브를 저어주다. 불을 끄고 식히다 20~30분 동안, 가끔씩 저어주면서."", ""오븐을 425도 F(220도 C)로 예열하다. 9인치 파이 플레이트에 조리 스프레이를 분사하세요. 플레이트에 파이 크러스트 1개를 깐다."", ""식힌 소고기 혼합물을 조심스럽게 떠서 넣다 크러스트에. 두 번째 크러스트를 누르다 위에. 슬라이스하다 위 크러스트에 공기 통풍구."", ""계란과 물을 휘핑하다 작은 그릇에 함께. 계란 액을 발라주세요 파이의 전체 표면에 철저히."", ""굽다 예열된 오븐에서 크러스트가 황금색으로 갈색이 될 때까지, 45~50분. 식히다 5~10분 자르기와 제공하기 전에.",15,8
에어프라이 감자튀김,에어프라이 레시피,에어프라이 사이드 디시 레시피,"이 에어프라이 감자튀김 레시피는 차가운 물과 뜨거운 물로 불리는 요령으로 매우 바삭한 감자튀김을 만듭니다. 단 4가지 재료로 만들어지는 이 감자튀김은 전통 감자튀김과 맞먹으면서도 기름을 훨씬 적게 사용합니다. 허니 머스터드, 매운 토마토 소스, 또는 마늘 아이올리 같은 디핑 소스와 함께 버거, 스테이크, 또는 치킨과 제공하세요.","[""1파운드 러셋 감자, 껍질을 벗기기"", ""2작은술 식용유"", ""1꼬집 카옌 페퍼"", ""½작은술 코셔 소금""]","[""모든 재료를 준비하세요."", ""각 감자를 길이방향으로 3/8인치 두께로 슬라이스하다, 그 다음 섹션을 3/8인치 너비 막대로 슬라이스하다. 감자를 찬물 그릇에 놓다. 약 5분간 불리기로 과도한 전분을 빼내고 기름기를 빼다."", ""끓인 물을 감자 위에 붓다 몇 인치로 덮을 때까지. 10분간 놔두기. 감자를 기름기를 빼다 그리고 종이 타올 위로 옮기다. 과도한 물을 톡톡 두드려 빼고 최소 10분 이상 식히기."", ""식힌 감자를 믹싱 볼에 놓다. 기름을 바르다 그리고 카옌으로 간하다; 버무리기로 코팅하다."", ""에어프라이를 375도 F(190도 C)로 예열하다."", ""감자를 에어프라이 바스켓에 2층으로 쌓기."", ""15분간 익히다. 바스켓을 밀어내고 튀김을 버무리다. 황금색이 될 때까지 계속 튀기다, 약 10분 더. 믹싱 볼에서 소금으로 튀김을 버무리다. 즉시 제공하다.""]",4,7
에어프라이어 토스토네스,에피타이저와 스낵,과일 에피타이저,"토스토네스는 녹색(덜 익은) 플랜테인으로 만들어지며 많은 카리브해 및 남미 국가에서 매우 인기 있는 반찬입니다. 전통적인 방법은 플랜테인을 기름에 두 번 튀기는 것이지만, 푸에르토리코 가족 레시피의 이 에어프라이 버전은 딥프라이 대신 올리브유 스프레이를 사용하기 때문에 훨씬 가볍습니다.","[""녹색(덜 익은) 플랜테인 2개"", ""올리브유 요리용 스프레이"", ""물 3컵 (필요한 만큼)"", ""소금 (맛을 낸다)""]","[""에어프라이어를 400도 F(200도 C)로 예열하다."", ""플랜테인의 끝을 자르다. 플랜테인의 끝에서 끝까지 수직으로 자르되, 두꺼운 껍질만 자르고 플랜테인 과육에는 자르지 않도록 주의하다. 껍질을 벗기지 않은 상태로 플랜테인을 1인치 크기로 자르다. 각 조각의 슬릿 부분에서부터 시작하여 껍질을 벗기다."", ""플랜테인 조각을 에어프라이어 바구니에 놓다 그리고 올리브유 스프레이로 분무하다. 5분간 에어프라이하다. 한편, 소금을 친 물 한 그릇을 준비하다."", ""핀셋으로 에어프라이어에서 플랜테인 조각을 제거하다. 토스토네라(플랜테인 스매셔)를 사용하여 약 1/2인치 두께로 으깨다. 나머지를 으깨는 동안 으깬 토스토네스를 소금을 친 물 그릇에 불리다."", ""토스토네스를 소금물에서 제거하다 그리고 종이 타올로 톡톡 두드려 물기를 없애다."", ""토스토네스를 에어프라이어에 여러 번에 나누어 넣되, 매번 바구니에 한 층씩 채우다. 올리브유 스프레이로 올리기 분무하다 그리고 소금으로 간하다; 5분간 에어프라이하다. 핀셋으로 뒤집다 그리고 다른 쪽에 올리브유 스프레이를 분무하다. 소금으로 간하다. 황금색으로 갈색으로 익히고 바삭해질 때까지 에어프라이하다, 4~5분 더.",4,6
정통 목사 타코,요리 군중을 위해,요리 군중을 위해 메인 요리,"목사 타코는 풍미 있는 고추 소스에 재운 부드러운 돼지고기와 파인애플을 곁들인 본질적인 멕시코 요리입니다. 따뜻한 옥수수 토르티야, 토마틸로 살사, 그리고 레몬 또는 라임 웨지와 함께 제공하세요.","[""토마토 1개"", ""씨를 제거한 건조 과아힐로 고추 3개"", ""씨를 제거한 건조 앙초 고추 2개"", ""파인애플 1개, 슬라이스하다 3/4인치 두께"", ""오렌지 주스 1/2컵"", ""양파 1개, 4등분하다"", ""화이트 식초 1/4컵"", ""아도보 소스의 칠포틀레 고추 2개"", ""소금 1테이블스푼, 또는 맛에 따라"", ""마늘 쐐기 2개, 으깬"", ""정향 3개"", ""커민 씨앗 1작은술"", ""건조 오레가노 1작은술"", ""뼈 없는 돼지 등심 2파운드, 얇게 슬라이스하다""]","[""토마토를 골이 있는 그릴 팬에서 중불-고불 위에서 익히다 약간 검게 그을릴 때까지, 약 5분. 불에서 제거하고 식히다 쉽게 다룰 수 있을 때까지. 껍질을 벗기다 그리고 씨를 제거하세요."", ""작은 냄비에 물을 끓이기. 과아힐로와 앙초 고추를 추가하세요; 익히다 부드러워질 때까지, 약 5분. 기름기를 빼다."", ""토마토 살, 부드러워진 고추, 파인애플 2슬라이스, 오렌지 주스, 4등분하다 양파, 식초, 칠포틀레 고추, 소금, 마늘, 정향, 커민 씨앗, 그리고 오레가노를 믹서기에 넣으세요; 섞다 부드러워질 때까지."", ""돼지고기 슬라이스를 유리 또는 세라믹 베이킹 접시에 배열하세요. 블렌디드 혼합물을 붓다 돼지고기 위에, 모든 면이 균등하게 코팅하기되도록 확인하세요. 베이킹 접시를 플라스틱 랩으로 덮다."", ""돼지고기를 냉장고에서 재우다, 4시간에서 밤새."", ""남은 파인애플 슬라이스를 골이 있는 그릴 팬에서 중불-고불 위에서 익히다 약간 검게 그을리고 부드러워질 때까지, 약 5분 한쪽에. 다지다 작은 조각으로."", ""그릴 팬을 닦아내고 예열하다 중불-고불 위에. 익히다 재운 돼지고기를 핫 팬에, 뒤집다 한 번, 갈색으로 익힐 때까지, 4~5분."", ""돼지고기를 다지다 성기게 작은 조각으로 곡물 방향으로. 제공하다 파인애플, 다진 양파, 그리고 고수풀과 함께.""]",14,8
베이컨 할라피뇨 팝퍼 퍼프,7월 4일,7월 4일 애피타이저,"클래식한 베이컨으로 감싼 할라피뇨 팝퍼를 좋아한다면, 이 놀랍도록 가벼운 퍼프 레시피를 마음에 들어할 것입니다. 특히 쉬운 크림치즈 딥과 함께 제공할 때 같은 맛이 모두 있으며, 준비가 훨씬 더 쉽습니다.","[""½ 컵 크림치즈, 부드럽게"", ""¼ 컵 크렘프레쉐"", ""2 큰술 다진 파, 장식용으로 약간 더"", ""1 작은술 신선한 라임 주스""]","[""딥 소스 만들기: 크림치즈, 크렘프레쉐, 파, 라임 주스를 볼에 함께 섞어주다. 혼합물이 너무 걸쭉하면 원하는 농도가 될 때까지 물을 충분히 붓다."", ""퍼프 만들기: 큰 팬에 베이컨을 놓고 중불에서 중약불로 가열하다. 가끔씩 뒤집으면서 약 10분간 익혀 균등하게 갈색으로 익히고 바삭하게 만들다. 베이컨 슬라이스를 종이 타월에 기름기를 빼다. 부수거나 가늘게 다지다. 팬에서 기름을 기름기를 빼다. 1 큰술은 남겨두다."", ""팬을 중불에서 중약불로 가열하다. 찬물, 버터, 남겨둔 베이컨 기름, 소금을 붓다. 혼합물을 약불로 끓이기까지 가져오다. 불을 줄이고 중불로 조절하다. 밀가루를 한 번에 붓다. 저어주고 나무 숟가락으로 으깨다. 반죽이 뭉치기 시작할 때까지 2~3분간 저어주다. 팬을 불에서 내리고 반죽을 믹싱볼에 옮기다. 약 5분간 식히다."", ""반죽이 식으면 계란 1개를 거품기로 저어주다. 혼합물이 약간 분리될 것입니다. 혼합물이 다시 뭉쳐질 때까지 계속 거품기로 저어주다. 두 번째 계란으로 반복하다. 볼의 옆면을 긁어내다. 깍둑썰기한 할라피뇨, 베이컨 조각, 채썬 치즈, 카옌 페퍼, 검은 후추를 붓다. 주걱으로 철저히 섞다. 반죽을 랩으로 감싸고 냉장고에서 30분에서 1시간 동안 식혀질 때까지 보관하다."", ""튀김냄비에 기름을 데워 375도 F(190도 C)까지 가열하다."", ""작은 스쿱을 사용하여 반죽의 둥근 모양을 떠서 넣다. 반죽 둥근 모양을 뜨거운 기름에 떨어뜨리고 금색으로 익혀지고 완전히 익혀질 때까지 3~4분간 익히다. 필요하면 여러 번 나누어서 하다. 냉각 랙에 옮기다."", ""녹색 파 슬라이스 몇 개로 장식한 딥 소스와 함께 제공하다.""]",4,7
구운 필리 치즈스테이크 슬라이더,소고기 레시피,햄버거,"이 구운 치즈스테이크 슬라이더는 집에서 정통 필리 치즈스테이크에 가까운 맛을 낼 수 있습니다. 게다가 작은 롤이 저를 큰 사람처럼 느끼게 해줍니다! 거대한 느낌을 말하자면, 풋볼 시즌이 다가왔고, 친구들이 경기를 보러 올 때 만들 더 좋은 샌드위치를 생각할 수 없습니다.","[""올리브 기름을 바르다 1테이블스푼"", ""소고기 안심 스테이크 1파운드"", ""소금과 간 검은 후추 맛에 맞게"", ""카옌 페퍼 1꼬집, 맛에 맞게"", ""다진 양파 1/2컵"", ""미니 샌드위치 롤 10개"", ""신선하게 채썬 프로볼론 치즈 2 1/2컵"", ""다진 절인 고추 1/2컵"", ""소프트한 크림 치즈 1/2컵"", ""코셔 소금 1티스푼"", ""간 검은 후추 1/4티스푼""]","[""팬에 올리브 기름을 바르고 중불에서 가열하다. 스테이크를 소금, 검은 후추, 카옌 페퍼로 넉넉히 간하다. 5~6분간 익히다. 뒤집고 스테이크 주변에 양파를 넣다. 스테이크가 단단해지고 중심이 뜨겁고 약간 분홍색일 때까지 계속 익히다, 5~6분. 양파를 스테이크 아래로 밀어서 갈색으로 익히되 아직 아삭한 상태까지, 2~3분. 스테이크와 소테된 양파를 접시에 옮기다."", ""오븐을 425도 화씨(220도 섭씨)로 예열하다. 베이킹 트레이에 알루미늄 호일을 깔다."", ""준비된 베이킹 트레이에 롤을 놓다. 45도 각도로 자르면서 각 롤의 위를 파내다. 속을 채울 공간을 만들기 위해 안의 빵을 꼬집어 떼어내다."", ""스테이크를 얇은 스트립으로 슬라이스하다, 그다음 1/2인치 조각으로 자르다. 믹싱 볼에 옮기다. 소테된 양파와 축적된 육즙을 넣다. 1 1/2컵 프로볼론, 절인 고추, 크림 치즈, 1티스푼 코셔 소금, 1/4티스푼 검은 후추를 버무리고 완전히 섞을 때까지; 섞다. 맛을 보고 필요하면 소금으로 간하다. 롤에 떠서 넣고 남은 1컵 프로볼론 치즈를 올리다."", ""예열된 오븐에서 치즈가 녹고 롤의 가장자리가 갈색으로 익을 때까지 굽다, 약 15분.",11,5
구운 호박 폴렌타,Chef John,Chef John'S Side Dishes,"Chef John의 구운 호박 폴렌타는 흥미롭고 시각적으로 매력적인 구운 형태로 준비된 폴렌타에 풍미 있는 호박의 변화를 줍니다. 모양을 유지하는 바삭한 껍질 안은 부드럽고 크리미하며, 은은하게 달콤하고 흙내가 납니다.","[""2 tablespoons 올리브 기름을 바르기"", ""2 tablespoons 버터"", ""8 to 10 세이지 잎"", ""1 (15 ounce) can 호박 퓨레"", ""5 1/2 cups 물"", ""1 1/2 teaspoons 코셔 소금"", ""1/2 teaspoon 분쇄 검은 후추"", ""1 1/2 cups 노란 옥수수 가루"", ""1 pinch 카이엔 페퍼 (optional)"", ""1/4 cup 우유"", ""1 1/2 cups 파르미지아노 레지아노 또는 페코리노 치즈"", ""2/3 cup 몬터레이 잭""]","[""올리브 기름을 바르기를 중불-강불로 설정한 냄비에 추가하고; 버터를 넣고, 녹을 때까지 가열하다. 세이지 잎을 넣고 튀기기까지 진한 녹색이 되고 거품이 그칠 때까지, 20~30초. 불을 끄기; 세이지 잎을 키친타올이 깔린 접시에 옮기고 따로 보관. 튀긴 세이지 잎은 냉장고에 보관할 수 있고 나중에 올리기에 사용할 수 있습니다."", ""호박을 냄비에 추가하고, 물을 붓다, 그리고 강불로 가열하다. 거품기로 저어주다 그리고 끓이다. 소금과 후추로 간하다."", ""혼합물이 끓이는 중에, 천천히 옥수수 가루를 뿌리다, 계속 거품기로 저어주다. 불을 중불-약불로 줄이다, 그리고 익히기, 가끔 저어주다, 옥수수 가루가 크리미하고, 부드럽고, 더 이상 거친 느낌이 없을 때까지, 약 25분."", ""불을 끄기; 카이엔, 우유, 그리고 파르미지아노 레지아노 치즈를 추가. 거품기로 저어주다 철저하게 균등하게 섞일 때까지."", ""9x9인치 케이크 팬을 올리브 기름을 바르기로 넉넉하게; 폴렌타를 팬에 펼치다 균등하게. 실온까지 식히다. 랩을 싸고 냉장고에 최소 3시간 동안 차갑게 식히기."", ""오븐을 425도 F (220도 C)로 예열하다. 차갑고 단단한 폴렌타를 도마에 뒤집다 그리고 8개의 동일한 부분으로 자르다."", ""선 깔린 베이킹 시트에 옮기다, 그리고 각 조각의 올리기에 강판에 간 몬터레이 잭 치즈. 파프리카 또는 카이엔으로 뿌리다 올리기에, 원하면."", ""예열된 오븐에서 굽다 폴렌타가 데워질 때까지, 그리고 가장자리가 갈색으로 익히기를 시작할 때까지, 약 30분. 튀긴 세이지로 장식하다 올리기에 그리고 제공하다.""]",12,8
소고기 부르고뉴 I,소고기 레시피,소고기 스튜,"이 풍부한 소고기 부르고뉴는 익힐 때 incredible한 냄새가 나며 십대 소년들을 달려오게 합니다! 감자, 국수, 또는 쌀과 함께 이 푸짐하면서도 고급스러운 요리를 제공하세요.","[""3컵 부르고뉴 와인"", ""양파 2개, 얇게 슬라이스하다"", ""당근 2개, 다지다"", ""브랜디 2테이블스푼"", ""마늘 1클로브, 으깨다"", ""통 검은 후춧알 10개"", ""소금 1작은술"", ""신선한 파슬리 1줄기"", ""월계수잎 1개"", ""깍둑썬 소고기 차크 로스트 2파운드""]","[""재우기 위해: 와인, 슬라이스한 양파, 당근, 브랜디, 마늘, 후춧알, 소금, 파슬리, 월계수잎을 큰 유리 또는 세라믹 그릇에 섞으세요. 소고기를 넣고 버무려 균등하게 코팅하기; 그릇을 플라스틱 랩으로 덮고 냉장고에서 2일간 재우세요."", ""부르고뉴를 위해: 오븐을 화씨 300도(섭씨 150도)로 예열하세요."", ""재운 소고기를 걸러내고 과잉 부분을 흔들어서 제거; 종이 타올로 톡톡 건드려 말리세요. 채소를 걸러내고 따로 놓으세요; 재운 액을 남겨두세요. 중불~센불 위의 큰 스킬렛에 기름 2테이블스푼을 가열하세요. 소고기를 배치로 넣으세요; 모든 면이 갈색으로 익혀질 때까지 익히세요. 갈색으로 익힌 소고기를 별도의 중간 크기 그릇으로 옮기세요; 따로 놓으세요."", ""같은 스킬렛에 베이컨을 넣으세요; 약간 갈색으로 익혀질 때까지 익히고 저어주세요. 베이컨을 갈색으로 익힌 소고기가 있는 그릇으로 옮기세요. 스킬렛의 기름기를 빼고 다시 불에 올리세요. 남겨둔 재운 액 1컵을 스킬렛에 붓으세요; 냄비 바닥에서 갈색으로 익힌 음식 부분을 목재 숟가락으로 긁어내면서 끓이세요. 이 액을 남겨둔 재운 액으로 되돌리세요."", ""같은 스킬렛에 남은 기름 2테이블스푼을 가열하세요. 다진 양파를 넣으세요; 약간 부드러워질 때까지 익히고 저어주세요, 약 2~3분. 재운 액에서 남겨둔 양파와 당근을 저어주세요; 잘 섞은 후, 슬롯 스푼을 사용하여 채소를 소고기가 있는 그릇으로 옮기세요."", ""스킬렛을 불에 올리세요; 팬 드리핑에 밀가루를 뿌려 저어주세요 약 1~2분 갈색으로 될 때까지. 마늘과 토마토 페이스트를 저어주세요 섞여질 때까지. 소고기 육수, 남겨둔 재운 액, 소금, 후추를 넣으세요. 끓이세요, 거품기로 저어주세요 밀가루 덩어리를 제거하려면; 그릇의 소고기 혼합물 위에 붓으세요. 소고기 혼합물을 카세롤 또는 베이킹 접시로 옮기세요."", ""예열된 오븐에서 소고기가 부드러워질 때까지 익히세요, 약 3시간; 가끔 저어주고 필요하면 물을 넣으세요."", ""제공하기 약 10분 전, 중불~센불 위의 스킬렛에서 버터를 녹이세요. 버섯을 넣고 살짝 갈색으로 익혀질 때까지 볶으세요, 약 5~7분; 버섯을 소고기 혼합물에 저어주세요 잘 섞일 때까지.",10,8
소고기 포,소고기 요리,송아지 요리,"이 소고기 포는 편안하고 풍부한 양념으로 간한 고기 국물을 쌀국수와 얇게 슬라이스한 등심 위에 끼얹은 요리입니다. 호이신, 스리라차, 파, 고수, 숙주나물, 바질, 라임과 함께 제공하세요.","[""소고기 뼈 5파운드"", ""소금 1테이블스푼, 나누어서"", ""물 2갤런"", ""중간 양파 2개, 4등분하다"", ""신선한 생강 1개 (4인치)"", ""소고기 꼬리 2파운드"", ""무 1개 (무청 무), 슬라이스한"", ""완전한 팔각향신료 2온스"", ""계피 스틱 1/2개 (3인치)"", ""검은색 후춧알 1티스푼"", ""정향 2개"", ""백설탕 1테이블스푼"", ""피시소스 1테이블스푼"", ""소금 맛에 맞게""]","[""모든 재료를 준비하세요."", ""국물 만들기: 소고기 뼈를 9쿼트(또는 더 큰) 냄비에 놓고 소금 1티스푼으로 간하세요. 냄비에 물을 붓고 끓이세요. 불을 줄이고 약 2시간 동안 약불로 끓이세요."", ""한편, 오븐 랙을 열원에서 약 6인치 위에 설정하고 오븐의 브로일러를 예열하세요. 10x15인치 로스팅 팬에 알루미늄 호일을 깔아두세요."", ""양파와 껍질을 벗기지 않은 생강을 준비된 로스팅 팬에 놓고 예열된 브로일러 아래에서 익혀주되, 야채를 가끔 저어주면서 검게 그을릴 때까지 익혀주세요(10~15분)."", ""약간 식히세요. 양파를 다지고, 생강의 껍질을 벗기고 슬라이스한 후 따로 보관하세요."", ""약불로 끓이는 국물 표면에서 지방을 걷어내세요. 등심, 무, 검게 그을린 양파를 국물에 넣으세요. 검게 그을린 생강, 팔각향신료, 계피 스틱, 후춧알, 정향을 치즈천에 묶어 부케 가르니를 만들고 국물에 넣으세요. 설탕, 피시소스, 남은 소금 2티스푼을 섞으세요. 중불 이하에서 최소 4시간(길수록 좋음) 약불로 끓이세요. 소금으로 간하세요."", ""국물을 걸러내세요. 뼈와 부케 가르니를 버리세요. 뼈의 고기는 다른 용도로 보관하세요. 냉장고에서 국물을 8시간 이상 또는 밤새 식히세요."", ""차가운 국물의 윗부분에서 지방을 걷어내고 버리세요. 국물을 냄비에 붓고 끓이세요. 불을 줄이고 제공할 준비가 될 때까지 뜨거운 상태로 유지하세요."", ""냄비에 물을 끓이세요. 불을 끄세요. 쌀국수를 섞어주고 국수가 부드럽지만 쫄깃할 때까지 그대로 두세요(6~10분)."", ""한편, 냉동 등심을 종이처럼 얇게 자르세요."", ""기름기를 빼고 국수를 그릇에 나누어 담으세요. 1회 제공량당 약 1 1/2컵. 각각에 등심 슬라이스 몇 개를 올리세요. 뜨거운 국물을 등심과 국수 위에 끼얹으세요."", ""제공하고 즐기세요!""]",14,12
소고기 등심 구이와 구운 샬롯,소고기 요리,소고기 등심,"샬롯 소스는 시간이 걸리지만 충분히 가치가 있습니다. 이것은 확실히 손님을 대접할 때 만드는 요리이며, 더 많은 사람을 위해 레시피를 두 배로 늘릴 수 있습니다. 녹색 샐러드와 구운 야채와 함께 제공하세요.","[""¾ 파운드 샬롯, 길이로 반으로 자르고 껍질을 벗긴 것"", ""올리브유 1½ 큰술"", ""소금과 후추 맛에 맞게"", ""소고기 육수 3컵"", ""포트 와인 ¾컵"", ""토마토 페이스트 1½ 작은술"", ""다듬은 소고기 등심 로스트 2파운드"", ""마른 타임 1작은술"", ""베이컨 3조각, 깍둑썰기"", ""버터 3큰술"", ""만능 밀가루 1큰술"", ""장식용 물냉이 4줄기""]","[""오븐을 375°F(190°C)로 예열하세요. 9인치 파이 팬에 샬롯을 기름에 버무려 코팅하세요. 소금과 후추로 간하세요. 샬롯이 깊은 갈색이 되고 아주 부드러워질 때까지 때때로 저어주면서 약 30분간 구우세요."", ""큰 냄비에 소고기 육수와 포트를 섞으세요. 끓이세요. 양이 절반으로 줄어들 때까지 센 불에서 약 30분간 익히세요. 토마토 페이스트를 거품기로 저어주세요. 옆에 놓아두세요."", ""소고기를 톡톡 두드려 물기를 빼세요. 타임, 소금, 후추로 뿌리세요. 큰 로스팅 팬에서 중간 불로 스토브 위에 놓고 베이컨이 황금색이 될 때까지 볶으세요. 슬릿된 숟가락을 사용하여 베이컨을 키친 타올로 옮기세요. 팬에 소고기를 넣으세요. 중간 높은 불에서 모든 면이 갈색으로 익을 때까지 약 7분간 익히세요."", ""팬을 오븐으로 옮기세요. 고기 온도계를 중심부에 꽂았을 때 125°F(50°C)에 도달할 때까지 소고기를 약 25분간 구으세요. 소고기를 플래터로 옮기세요. 호일로 느슨하게 덮으세요."", ""로스팅 팬의 팬 드리핑에서 기름기를 떠내세요. 팬을 스토브 위의 센 불에 놓으세요. 육수 혼합물을 넣고 끓이세요. 갈색이 된 부분을 긁어내기 위해 저어주세요. 중간 크기의 냄비로 옮기고 약불로 끓이세요. 작은 볼에 버터 1½큰술과 밀가루를 섞어 부드러운 페이스트를 만드세요. 육수 혼합물에 거품기로 저어주고 소스가 걸쭉해질 때까지 약불로 끓이세요. 남은 버터를 거품기로 저어주세요. 구운 샬롯과 예약해둔 베이컨을 저어주세요. 소금과 후추로 간하세요."", ""소고기를 ½인치 두께로 슬라이스하세요. 약간의 소스를 떠서 얹고 물냉이로 장식하세요.""]",12,6
"비트, 오렌지, 사과 샐러드",부활절,부활절 샐러드,"이 비트와 오렌지 샐러드는 맛있고 알록달록한 샐러드입니다. 익혀진 비트의 웨지, 슬라이스한 사과, 오렌지 섹션을 맛있는 비네그레트 드레싱으로 양념하여 채썬 비트 그린 위에 떠서 올립니다.","[""1½ 파운드 비트"", ""2 컵 채썬 비트 그린"", ""1 큰 오렌지, 껍질을 벗기고 섹션으로 나눈"", ""2 그래니 스미스 사과 - 껍질을 벗기고, 씨를 제거하고 슬라이스한"", ""1 큰술 올리브 기름"", ""1 큰술 라즈베리 식초"", ""½ 작은술 백설탕"", ""¼ 작은술 소금"", ""1 쪽 마늘, 다지기"", ""2 큰술 볶은 해바라기씨""]","[""비트와 그린을 씻고 말립니다. 그린을 채썰어 2컵이 되게 하고 따로 놓아둡니다."", ""비트를 냄비에 넣고 비트가 잠길 정도로 물을 붓습니다. 끓이다, 덮고, 불을 줄이고 약불로 끓이기 20분 또는 부드러워질 때까지. 기름기를 빼고 식히도록 놓아둡니다."", ""비트의 끝을 다듬고 껍질을 벗기기; 8개의 웨지로 자르다."", ""오렌지 섹션, 비트, 사과를 그릇에 섞습니다."", ""올리브 기름, 식초, 설탕, 소금, 마늘을 함께 거품기로 저어주다; 비트 혼합물 위에 붓다 그리고 잘 버무리다."", ""4개의 샐러드 플레이트에 ½컵 비트 그린을 올리기. 비트 혼합물을 올리기, 해바라기씨를 뿌리다 그리고 제공하다.""]",10,6
갈색으로 익힌 버터 당근 시트 케이크 (갈색으로 익힌 버터-크림치즈 프로스팅),케이크,당근 케이크,이 당근 케이크는 많은 사람들을 위해 만들 수 있을 뿐만 아니라 케이크와 프로스팅 모두에 갈색으로 익힌 버터를 추가하여 더욱 맛있는 풍미를 얻습니다. 원하시면 설탕에 조린 당근 슬라이스와 구운 잘게 다진 호두로 케이크를 올리기하세요.,"[""무염 버터 1컵"", ""다목적 밀가루 1¾컵"", ""베이킹 소다 2작은술"", ""베이킹 파우더 ½작은술"", ""분쇄 계피 1½작은술"", ""분쇄 올스파이스 ½작은술"", ""분쇄 육두구 ½작은술"", ""소금 ½작은술"", ""다진 흑설탕 1컵"", ""실온의 계란 4개"", ""바닐라 추출물 1½작은술"", ""껍질을 벗기고 채썬 당근 3컵"", ""다진 호두 ½컵"", ""건포도 ½컵""]","[""버터를 밝은 색의 소스팬에 놓고 중간 불로 가열합니다. 팬을 계속 저어주면서 버터가 끓고 고소한 냄새가 나고 냄비 밑에 갈색 입자가 형성될 때까지 익히세요. 5~10분. 즉시 불에서 내려 버터를 열에 안전한 그릇에 붓습니다. 갈색으로 익힌 버터를 실온으로 식혀주세요. 약 15분."", ""오븐을 325도 F(165도 C)로 예열하세요. 12x16인치 팬에 기름을 바르고 양피지로 깔아주세요."", ""밀가루, 베이킹 소다, 베이킹 파우더, 계피, 올스파이스, 육두구, 소금을 한 그릇에 넣고 거품기로 저어주세요 잘 섞일 때까지."", ""식혀진 갈색으로 익힌 버터와 흑설탕을 전기 거품기로 중간 속도에서 휘핑하세요 큰 그릇에 잘 섞일 때까지. 계란을 한 번에 하나씩 휘핑하고 각 첨가 후 잘 섞을 때까지, 혼합물이 가볍고 부풀어질 때까지. 바닐라를 섞어주세요. 밀가루 혼합물의 1/2을 붓고 섞을 때까지만 섞으세요. 남은 밀가루 혼합물을 넣고 섞을 때까지만 섞으세요."", ""채썬 당근, 호두, 건포도를 접고 반죽을 준비된 팬에 붓고 주걱으로 윗부분을 고르게 펼치세요."", ""예열된 오븐에서 케이크가 황금색이 되고 중앙에 꽂은 이쑤시개가 깨끗하게 나올 때까지 굽습니다. 23~27분. 와이어 랙으로 옮기고 완전히 식혀주세요. 약 30분."", ""케이크가 식는 동안 프로스팅용 버터를 갈색으로 익히기 위해 1단계를 반복하세요. 실온으로 식혀주세요. 약 15분."", ""크림치즈를 전기 거품기로 중간에서 높은 속도에서 휘핑하세요 큰 그릇에 완전히 부드러워질 때까지. 식혀진 갈색으로 익힌 버터를 넣고 철저히 섞일 때까지 섞으세요. 가루 설탕을 한 번에 1컵씩 섞고 각 첨가 후 잘 섞으세요. 바닐라와 소금을 섞어주세요. 프로스팅을 중간에서 높은 속도에서 휘핑하세요 완전히 부드러워질 때까지. 1~2분."", ""식혀진 케이크 위에 프로스팅을 펼치세요. 제공할 때까지 케이크를 차게 식혀주세요.""]",14,9
