recipe_title,category,subcategory,description,ingredients,directions,num_ingredients,num_steps
케이크 믹스로 만드는 간편 복숭아 코블러,노동절,노동절 디저트,케이크 믹스를 사용한 이 신선한 복숭아 코블러는 매우 간단하지만 극찬을 받는 레시피입니다. 빠르게 만들 수 있으면서도 손님 대접용으로 손색없는 코블러입니다.,"[""신선한 복숭아 12개, 씨를 제거하고 슬라이스"", ""물 1컵"", ""백설탕 1컵"", ""계피 가루 ½작은술"", ""화이트 케이크 믹스 1팩(15.25온스)"", ""크림치즈 1팩(8온스), 작은 조각으로 자르기"", ""무염 버터 ½컵, 조각내기""]","[""오븐을 350도(175도 C)로 예열합니다."", ""9x13인치 베이킹 접시 바닥에 복숭아 슬라이스를 고르게 펼칩니다. 작은 볼에 물과 설탕을 넣고 녹을 때까지 저어준 후 복숭아 위에 붓습니다. 복숭아 위에 계피를 뿌린 다음 케이크 믹스를 뿌립니다. 케이크 믹스 위에 크림치즈 조각을 올리고 그 위에 버터를 올립니다."", ""예열된 오븐에서 황금빛이 될 때까지 약 45분간 굽습니다.""]",7,3
베이컨 말이 속 채운 버섯,애피타이저와 스낵,속 채운 버섯,클래식한 속 채운 버섯 요리에 베이컨 슬라이스를 감싸 새로운 차원으로 끌어올렸습니다. 간단하지만 입에서 살살 녹아요!,"[""다진 쪽파 ½컵"", ""부드럽게 한 크림치즈 2팩 (각 8온스)"", ""줄기를 제거한 신선한 양송이버섯 20개"", ""반으로 자른 슬라이스 베이컨 1파운드""]","[""오븐을 350도 F (175도 C)로 예열합니다."", ""중간 크기 볼에 쪽파와 크림치즈를 섞습니다. 버섯 갓에 치즈 혼합물을 채웁니다. 각 버섯을 베이컨 반 조각으로 감싸고 이쑤시개로 고정합니다. 베이킹 시트에 올립니다."", ""예열된 오븐에서 베이컨이 완전히 익을 때까지 20분간 굽습니다.""]",4,3
슬로피 조 샌드위치 필링,간 쇠고기,슬로피 조,전통적인 슬로피 조가 멕시코풍으로 변신한 톡 쏘고 풍미 있는 샌드위치 필링입니다.,"[""버터 2테이블스푼"", ""다진 양파 ¼컵"", ""다진 포블라노 고추 ¼컵"", ""초저지방 간 쇠고기 8온스"", ""초리조 소시지 4온스"", ""레드 엔칠라다 드라이 시즈닝 1½테이블스푼 (예: Savory Spice Shop® Canyon Road)"", ""토마토 파우더 1테이블스푼 (예: Savory Spice Shop®)"", ""물 ½컵"", ""케첩 ⅓컵"", ""우스터셔 소스 2티스푼"", ""아보카도 1개, 슬라이스 (선택사항)"", ""슈레드 오악사카 치즈 ½컵, 또는 취향껏 (선택사항)"", ""햄버거 번 4개, 갈라서 구운 것""]","[""중불로 스킬렛에 버터를 녹입니다. 양파와 포블라노 고추를 넣고 부드러워질 때까지 약 5분간 익힙니다. 혼합물을 접시에 옮깁니다. 스킬렛에 간 쇠고기와 초리조를 넣습니다. 고기가 부서지도록 자주 저어주면서 갈색이 되고 부슬부슬해질 때까지 5~7분간 익힙니다. 엔칠라다 시즈닝과 토마토 파우더를 넣습니다. 물, 케첩, 우스터셔 소스를 넣습니다. 익힌 양파 혼합물을 다시 스킬렛에 넣습니다. 맛이 어우러질 때까지 약 5분 더 약불로 끓입니다."", ""구운 번 위에 고기 혼합물을 올리고 오악사카 치즈와 아보카도를 올려 제공합니다.""]",13,2
해치 칠리를 곁들인 컨트리 프라이드 포테이토,2인분 요리,2인분 아침식사 요리,"해치 칠리를 추가하여 아침 감자 요리를 한층 더 맛있게 만들어보세요. 저는 신선하게 냉동된 구운 해치 칠리를 사용했지만, 제철이 아닐 때는 통조림을 사용하셔도 됩니다.","[""해치 칠리 고추 2개"", ""식물성 기름 2 tablespoons"", ""큰 러셋 감자 1개"", ""중간 크기 양파 ½개, 슬라이스"", ""시즈닝 소금(LAWRY'S® 같은 제품) 1 pinch, 또는 기호에 맞게"", ""갓 간 흑후추 기호에 맞게""]","[""해치 칠리를 가스레인지 화구에 직접 올려 중불로 가열하다. 집게로 가끔 뒤집어가며 겉이 까맣게 그을릴 때까지 약 5분간 굽기. 밀봉된 비닐봉지에 넣고 7~8분간 식히다. 그을린 껍질을 벗기고 씨를 제거한 후 칠리를 슬라이스하다."", ""만돌린을 사용하여 감자를 슬라이스하다."", ""큰 팬에 기름을 두르고 중강불로 기름이 반짝일 때까지 가열하다. 감자 슬라이스를 넣고 갈색이 나고 부드러워지기 시작할 때까지 건드리지 않고 8~12분간 튀기다. 양파 슬라이스와 칠리를 넣다. 시즈닝 소금과 흑후추로 간하다. 저어주다. 양파가 투명해지고 감자가 완전히 부드러워지며 반대쪽 면이 갈색이 될 때까까지 5~8분간 익히다.""]",6,3
마리네이드 버섯,Labor Day,Labor Day 애피타이저,"작은 버섯을 풍미 가득한 마리네이드 혼합물에 재워 뷔페 스타일 모임에 훌륭한 요리입니다. 이 레시피는 할머니로부터 물려받았습니다. 냉장고에 오랫동안 보관할 수 있으며, 메이슨 병에 담아 찬장에 보관할 수도 있습니다.","[""작은 양파 1개, 얇게 슬라이스"", ""적포도주 식초 ⅓컵"", ""올리브 오일 ⅓컵"", ""건조 파슬리 2큰술"", ""황설탕 1큰술"", ""마늘 2쪽, 껍질 벗겨 으깬 것"", ""소금 1작은술"", ""건조 겨자 가루 1작은술"", ""작은 신선한 양송이버섯 1파운드""]","[""중간 크기 냄비에 양파, 식초, 올리브 오일, 파슬리, 황설탕, 마늘, 소금, 건조 겨자를 넣습니다. 끓입니다. 불을 줄이고 버섯을 넣어 저어주며 10~12분간 약불로 끓입니다."", ""버섯 혼합물을 소독된 용기에 옮겨 담고 서빙할 때까지 냉장고에서 차게 보관합니다.""]",9,2
맛있는 그릴 햄버거,7월 4일,7월 4일 메인 요리,이 그릴 버거는 부드럽고 육즙이 풍부하며 스모키한 풍미가 있습니다. 좋아하는 토핑과 함께 번에 올려 드세요.,"[""살코기 간 소고기 1파운드"", ""우스터 소스 1큰술"", ""리퀴드 스모크 향료 1큰술 또는 취향에 따라 적게 (선택사항)"", ""마늘 가루 1작은술"", ""올리브 오일 1큰술"", ""시즈닝 소금 적당량""]","[""재료를 준비합니다."", ""야외 그릴을 고온으로 예열하고 그릴판에 기름을 가볍게 바릅니다."", ""중간 크기 볼에 간 소고기, 우스터 소스, 리퀴드 스모크, 마늘 가루를 넣고 가볍게 섞어 재료가 겨우 섞일 정도로만 합칩니다."", ""최소한으로 만지면서 혼합물을 세 개의 패티로 만듭니다."", ""각 패티의 양면에 오일을 바르고 소금으로 간합니다."", ""예열된 그릴에서 패티 중앙이 더 이상 분홍색이 아닐 때까지 한 면당 약 5분씩 익힙니다. 중앙에 꽂은 즉석 온도계가 최소 화씨 160도(섭씨 70도)를 나타내야 합니다.""]",6,6
파마산 크러스트 치킨,저녁,구운 닭고기,마요네즈를 곁들인 이 파마산 크러스트 치킨은 빠른 저녁 식사를 위해 닭 가슴살을 맛있게 요리하는 가장 간단하고 풍미있는 방법입니다. 마요네즈를 올리고 파마산 치즈와 빵가루를 뿌린 다음 구우면 됩니다. 30분 이내에 저녁 식사가 완성됩니다!,"[""헬만스® 또는 베스트 푸드® 리얼 마요네즈 ½컵"", ""간 파마산 치즈 ¼컵"", ""뼈없는 껍질없는 닭 가슴살 5온스 4개"", ""이탈리안 시즈닝 마른 빵가루 4티스푼""]","[""모든 재료를 준비합니다. 오븐을 425도 F (220도 C)로 예열합니다."", ""중간 크기의 볼에 마요네즈와 파마산 치즈를 잘 섞일 때까지 섞습니다."", ""베이킹 시트에 닭 가슴살을 배열합니다. 마요네즈 혼합물을 고르게 올린 다음 빵가루를 뿌려 코팅합니다."", ""예열된 오븐에서 윗면이 황금빛이 되고 닭고기가 완전히 익을 때까지 약 20분 동안 굽습니다.""]",4,4
핫 토디 칵테일,칵테일,위스키 드링크,"핫 토디 칵테일은 겨울철 클래식 음료입니다. 사실 일년 내내 좋으며, 감기에 걸렸을 때 특히 효과적입니다.","[""꿀 1 테이블스푼"", ""버번 위스키 2 액량 온스"", ""뜨거운 물 ¾ 컵"", ""레몬 껍질 트위스트 1개""]","[""아이리시 커피 잔에 뜨거운 물을 채우고 몇 분간 두어 잔이 뜨거워지면 물을 버립니다."", ""예열된 잔에 꿀과 버번을 붓고 뜨거운 물 ¾ 컵을 올립니다. 레몬 트위스트로 장식합니다.""]",4,2
초콜릿-사과 에그롤,디저트,초콜릿 디저트,달콤한 골든 델리셔스 사과와 누텔라 필링으로 디저트 에그롤을 튀겨보세요. 눅눅한 에그롤을 피하려면 필링을 완전히 식힌 후 조립해야 합니다.,"[""골든 델리셔스 사과 3개"", ""오렌지 제스트 1/2 티스푼"", ""오렌지 주스 3 테이블스푼"", ""백설탕 1 테이블스푼"", ""바닐라 추출물 1 1/2 티스푼"", ""육두구 1 꼬집"", ""소금 1 꼬집"", ""식물성 기름 1 쿼트, 또는 튀김용으로 필요한 만큼"", ""에그롤 래퍼 8장"", ""초콜릿-헤이즐넛 스프레드 1/2 컵"", ""휘핑 크림 1 컵"", ""슈가파우더 1/4 컵"", ""무가당 코코아 파우더 1 테이블스푼"", ""헤이즐넛 1/4 컵"", ""초콜릿 1 조각""]","[""사과, 오렌지 주스, 백설탕, 바닐라 1 티스푼, 육두구, 소금을 작은 냄비에 넣고 섞습니다. 끓이기 시작하면 중약불로 줄이고 뚜껑을 덮은 채로 가끔 저어주면서 사과가 부드러워지고 혼합물이 걸쭉해질 때까지 3~5분간 익힙니다. 오렌지 제스트를 넣고 저어줍니다. 필링을 접시에 펼치고 완전히 식힙니다."", ""오븐을 화씨 200도(섭씨 93도)로 예열합니다. 깊이 10인치 프라이팬에 기름을 3/4인치 깊이로 붓고 화씨 350~375도(섭씨 180~190도)로 가열합니다. 약 1 쿼트의 기름이 필요합니다."", ""한편, 에그롤 래퍼 1장을 작업대 위에 다이아몬드 모양처럼 한 모서리가 자신을 향하도록 놓습니다. 초콜릿-헤이즐넛 스프레드 1 테이블스푼과 사과 필링 3 테이블스푼을 래퍼 아래쪽 중앙 절반에 펼칩니다. 아래 모서리를 필링 위로 접어 반대편 아래로 넣습니다. 양쪽 모서리를 필링 위로 접어 봉투 모양을 만듭니다. 남은 모서리 쪽으로 에그롤을 말아줍니다. 윗 모서리에 물을 묻혀 단단히 눌러 밀봉합니다. 양피지를 깔은 베이킹 시트에 놓습니다. 남은 래퍼, 초콜릿-헤이즐넛 스프레드, 사과 필링으로 반복합니다."", ""배치로 나누어 에그롤을 가끔 뒤집어가며 황금빛 갈색이 될 때까지 3~5분간 튀깁니다. 키친타올을 깐 접시에서 기름을 뺍니다. 준비된 베이킹 시트로 옮기고 남은 에그롤을 튀기는 동안 오븐에서 따뜻하게 유지합니다."", ""크림, 슈가파우더, 코코아 파우더, 남은 바닐라 1/2 티스푼을 중간 크기 볼에 넣고 전동 믹서로 중간 속도로 뻣뻣한 봉우리가 형성될 때까지 휘핑합니다."", ""따뜻한 에그롤에 휘핑 크림과 헤이즐넛을 올립니다. 초콜릿 조각과 추가 오렌지 제스트로 장식합니다.""]",15,6
유명한 미트볼,애피타이저 및 스낵,미트볼 애피타이저,"이 파인애플 미트볼은 어떤 행사에도 인기 있는 메뉴입니다. 제 여동생의 졸업 파티를 위해 14파운드의 미트볼을 만들었는데, 중간 크기 용기 하나만 남았습니다. 어머니께서 슬로피 조를 만드셨는데, 말할 것도 없이 모두가 이 미트볼을 너무 좋아해서 슬로피 조는 많이 남았습니다. 확실한 인기 메뉴입니다!","[""1 (13.25 온스) 캔 파인애플 청크 (주스 포함)"", ""1개 청피망, 슬라이스"", ""½ 컵 흑설탕"", ""2 테이블스푼 옥수수 전분"", ""2 테이블스푼 간장"", ""2 테이블스푼 레몬즙"", ""1 (3 파운드) 봉지 냉동 조리 미트볼, 해동""]","[""파인애플 청크를 주스와 함께 냄비에 붓습니다. 청피망, 흑설탕, 옥수수 전분, 간장, 레몬즙을 넣고 설탕과 옥수수 전분이 녹을 때까지 저어줍니다."", ""혼합물을 끓이고, 걸쭉해질 때까지 약 10분간 익히면서 저어줍니다."", ""미트볼을 슬로우 쿠커에 넣고 파인애플 혼합물을 미트볼 위에 붓습니다."", ""중불에서 2시간 동안 익히며, 30분마다 저어줍니다.""]",7,4
